born,kg,places,region,tail,webpage
2018,"ДГ №188 Вяра, Надежда, Любов (с яслени групи)",1,Младост,Хронични,https://kg.sofia.bg/isodz/dz/26
2018,"ДГ №188 Вяра, Надежда, Любов (с яслени групи)",2,Младост,Социални,https://kg.sofia.bg/isodz/dz/26
2018,"ДГ №188 Вяра, Надежда, Любов (с яслени групи)",6,Младост,Общи,https://kg.sofia.bg/isodz/dz/26
2016,"ДГ №188 Вяра, Надежда, Любов - почасова организация",0,Младост,Соп,https://kg.sofia.bg/isodz/dz/493
2016,"ДГ №188 Вяра, Надежда, Любов - почасова организация",0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/493
2016,"ДГ №188 Вяра, Надежда, Любов - почасова организация",1,Младост,Социални,https://kg.sofia.bg/isodz/dz/493
2016,"ДГ №188 Вяра, Надежда, Любов - почасова организация",3,Младост,Общи,https://kg.sofia.bg/isodz/dz/493
2018,ДГ №198 Косе Босе (с яслени групи),0,Връбница,Соп,https://kg.sofia.bg/isodz/dz/307
2018,ДГ №198 Косе Босе (с яслени групи),3,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/307
2018,ДГ №198 Косе Босе (с яслени групи),7,Връбница,Социални,https://kg.sofia.bg/isodz/dz/307
2018,ДГ №198 Косе Босе (с яслени групи),16,Връбница,Общи,https://kg.sofia.bg/isodz/dz/307
2016,ДГ №199 Сарагоса (с яслени групи),0,Сердика,Соп,https://kg.sofia.bg/isodz/dz/123
2016,ДГ №199 Сарагоса (с яслени групи),0,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/123
2016,ДГ №199 Сарагоса (с яслени групи),1,Сердика,Социални,https://kg.sofia.bg/isodz/dz/123
2016,ДГ №199 Сарагоса (с яслени групи),1,Сердика,Общи,https://kg.sofia.bg/isodz/dz/123
2018,ДГ №8 Проф. д-р Елка Петрова (с яслени групи),0,Красно село,Соп,https://kg.sofia.bg/isodz/dz/147
2018,ДГ №8 Проф. д-р Елка Петрова (с яслени групи),4,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/147
2018,ДГ №8 Проф. д-р Елка Петрова (с яслени групи),5,Красно село,Социални,https://kg.sofia.bg/isodz/dz/147
2018,ДГ №8 Проф. д-р Елка Петрова (с яслени групи),13,Красно село,Общи,https://kg.sofia.bg/isodz/dz/147
2017,ДГ №199 Сарагоса (с яслени групи),0,Сердика,Соп,https://kg.sofia.bg/isodz/dz/123
2017,ДГ №199 Сарагоса (с яслени групи),3,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/123
2017,ДГ №199 Сарагоса (с яслени групи),7,Сердика,Социални,https://kg.sofia.bg/isodz/dz/123
2017,ДГ №199 Сарагоса (с яслени групи),16,Сердика,Общи,https://kg.sofia.bg/isodz/dz/123
2016,ДГ №184 Мечо Пух - почасова организация,0,Слатина,Соп,https://kg.sofia.bg/isodz/dz/483
2016,ДГ №184 Мечо Пух - почасова организация,0,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/483
2016,ДГ №184 Мечо Пух - почасова организация,1,Слатина,Социални,https://kg.sofia.bg/isodz/dz/483
2016,ДГ №184 Мечо Пух - почасова организация,3,Слатина,Общи,https://kg.sofia.bg/isodz/dz/483
2016,ДГ №185 Звездичка - сграда Враня,0,Искър,Соп,https://kg.sofia.bg/isodz/dz/23
2016,ДГ №185 Звездичка - сграда Враня,0,Искър,Хронични,https://kg.sofia.bg/isodz/dz/23
2016,ДГ №185 Звездичка - сграда Враня,1,Искър,Социални,https://kg.sofia.bg/isodz/dz/23
2016,ДГ №185 Звездичка - сграда Враня,1,Искър,Общи,https://kg.sofia.bg/isodz/dz/23
2016,ДГ №182 Пчелица,3,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/114
2016,ДГ №182 Пчелица,0,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/114
2016,ДГ №182 Пчелица,2,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/114
2016,ДГ №182 Пчелица,4,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/114
2016,ДГ №185 Звездичка (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/53
2016,ДГ №185 Звездичка (с яслени групи),0,Искър,Хронични,https://kg.sofia.bg/isodz/dz/53
2016,ДГ №185 Звездичка (с яслени групи),0,Искър,Социални,https://kg.sofia.bg/isodz/dz/53
2016,ДГ №185 Звездичка (с яслени групи),0,Искър,Общи,https://kg.sofia.bg/isodz/dz/53
2017,ДГ №185 Звездичка (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/53
2017,ДГ №185 Звездичка (с яслени групи),0,Искър,Хронични,https://kg.sofia.bg/isodz/dz/53
2017,ДГ №185 Звездичка (с яслени групи),4,Искър,Социални,https://kg.sofia.bg/isodz/dz/53
2017,ДГ №185 Звездичка (с яслени групи),8,Искър,Общи,https://kg.sofia.bg/isodz/dz/53
2016,ДГ №183 Щастливо детство,2,Слатина,Соп,https://kg.sofia.bg/isodz/dz/165
2016,ДГ №183 Щастливо детство,3,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/165
2016,ДГ №183 Щастливо детство,7,Слатина,Социални,https://kg.sofia.bg/isodz/dz/165
2016,ДГ №183 Щастливо детство,15,Слатина,Общи,https://kg.sofia.bg/isodz/dz/165
2016,ДГ №184 Мечо Пух (с яслени групи),4,Слатина,Соп,https://kg.sofia.bg/isodz/dz/90
2016,ДГ №184 Мечо Пух (с яслени групи),1,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/90
2016,ДГ №184 Мечо Пух (с яслени групи),7,Слатина,Социални,https://kg.sofia.bg/isodz/dz/90
2016,ДГ №184 Мечо Пух (с яслени групи),17,Слатина,Общи,https://kg.sofia.bg/isodz/dz/90
2018,ДГ №185 Звездичка (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/53
2018,ДГ №185 Звездичка (с яслени групи),2,Искър,Хронични,https://kg.sofia.bg/isodz/dz/53
2018,ДГ №185 Звездичка (с яслени групи),15,Искър,Социални,https://kg.sofia.bg/isodz/dz/53
2016,ДГ №178 Сребърно копитце - сграда 2,2,Младост,Соп,https://kg.sofia.bg/isodz/dz/280
2016,ДГ №178 Сребърно копитце - сграда 2,0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/280
2016,ДГ №178 Сребърно копитце - сграда 2,1,Младост,Социални,https://kg.sofia.bg/isodz/dz/280
2016,ДГ №178 Сребърно копитце - сграда 2,1,Младост,Общи,https://kg.sofia.bg/isodz/dz/280
2017,ДГ №178 Сребърно копитце - сграда 2,0,Младост,Соп,https://kg.sofia.bg/isodz/dz/280
2017,ДГ №178 Сребърно копитце - сграда 2,0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/280
2017,ДГ №178 Сребърно копитце - сграда 2,1,Младост,Социални,https://kg.sofia.bg/isodz/dz/280
2017,ДГ №178 Сребърно копитце - сграда 2,2,Младост,Общи,https://kg.sofia.bg/isodz/dz/280
2016,ДГ №181 Радост,3,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/196
2016,ДГ №181 Радост,0,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/196
2016,ДГ №181 Радост,2,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/196
2016,ДГ №181 Радост,3,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/196
2018,ДГ №185 Звездичка (с яслени групи),35,Искър,Общи,https://kg.sofia.bg/isodz/dz/53
2016,ДГ №180 Зайченцето бяло - почасова организация,0,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/361
2016,ДГ №180 Зайченцето бяло - почасова организация,0,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/361
2016,ДГ №180 Зайченцето бяло - почасова организация,1,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/361
2016,ДГ №180 Зайченцето бяло - почасова организация,1,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/361
2017,ДГ №184 Мечо Пух (с яслени групи),0,Слатина,Соп,https://kg.sofia.bg/isodz/dz/90
2017,ДГ №184 Мечо Пух (с яслени групи),3,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/90
2017,ДГ №184 Мечо Пух (с яслени групи),6,Слатина,Социални,https://kg.sofia.bg/isodz/dz/90
2017,ДГ №184 Мечо Пух (с яслени групи),15,Слатина,Общи,https://kg.sofia.bg/isodz/dz/90
2016,ДГ №180 Зайченцето бяло (с яслени групи),3,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/50
2016,ДГ №180 Зайченцето бяло (с яслени групи),0,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/50
2016,ДГ №180 Зайченцето бяло (с яслени групи),0,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/50
2016,ДГ №180 Зайченцето бяло (с яслени групи),0,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/50
2017,ДГ №180 Зайченцето бяло (с яслени групи),0,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/50
2017,ДГ №180 Зайченцето бяло (с яслени групи),3,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/50
2017,ДГ №180 Зайченцето бяло (с яслени групи),5,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/50
2017,ДГ №180 Зайченцето бяло (с яслени групи),13,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/50
2016,ДГ №177 Лютиче,4,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/85
2016,ДГ №177 Лютиче,6,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/85
2016,ДГ №177 Лютиче,13,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/85
2016,ДГ №177 Лютиче,31,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/85
2018,ДГ №180 Зайченцето бяло (с яслени групи),0,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/50
2018,ДГ №180 Зайченцето бяло (с яслени групи),0,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/50
2018,ДГ №180 Зайченцето бяло (с яслени групи),2,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/50
2018,ДГ №180 Зайченцето бяло (с яслени групи),3,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/50
2016,ДГ №178 Сребърно копитце (с яслени групи),2,Младост,Соп,https://kg.sofia.bg/isodz/dz/144
2016,ДГ №178 Сребърно копитце (с яслени групи),1,Младост,Хронични,https://kg.sofia.bg/isodz/dz/144
2016,ДГ №178 Сребърно копитце (с яслени групи),7,Младост,Социални,https://kg.sofia.bg/isodz/dz/144
2016,ДГ №178 Сребърно копитце (с яслени групи),15,Младост,Общи,https://kg.sofia.bg/isodz/dz/144
2018,ДГ №178 Сребърно копитце - сграда 2,0,Младост,Соп,https://kg.sofia.bg/isodz/dz/280
2018,ДГ №178 Сребърно копитце - сграда 2,1,Младост,Хронични,https://kg.sofia.bg/isodz/dz/280
2018,ДГ №178 Сребърно копитце - сграда 2,7,Младост,Социални,https://kg.sofia.bg/isodz/dz/280
2018,ДГ №178 Сребърно копитце - сграда 2,16,Младост,Общи,https://kg.sofia.bg/isodz/dz/280
2016,ДГ №176 Зорница (с яслени групи),2,Връбница,Соп,https://kg.sofia.bg/isodz/dz/195
2016,ДГ №176 Зорница (с яслени групи),3,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/195
2016,ДГ №176 Зорница (с яслени групи),5,Връбница,Социални,https://kg.sofia.bg/isodz/dz/195
